popup_title	source	views	registration	conversion
﻿﻿﻿Fantasy Book Title Generator • The Ultimate Bank of 10,000 Titles	popup_title	42.0	0.0	0.0
Secrets of Self-Publishing Success with Alessandra Torre • bookly Live	popup_title	56.0	0.0	0.0
Niveeidha Palani – bookly Prompts	popup_title	21.0	0.0	0.0
﻿​Elf Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	21.0	0.0	0.0
Self-Publishing Tips from one of the UK's Bestselling Authors	popup_title	21.0	0.0	0.0
Professional Copyeditors Polish Extracts Submitted by Authors	popup_title	56.0	0.0	0.0
Novel Synopsis Example: Is This Tomorrow by Caroline Leavitt	popup_title	42.0	0.0	0.0
﻿​How to Write Natural Dialogue in 11 Steps, With Examples!	popup_title	21.0	0.0	0.0
Novel Writing 101 (Free Course) • bookly	popup_title	91.0	0.0	0.0
Second Person Point of View: A Writer's Guide	popup_title	4109.0	0.0	0.0
﻿​30 Rhetorical Devices — And How to Use Them	popup_title	21.0	0.0	0.0
O que é um Anti-Vilão? (Com definições e exemplos)	popup_title	21.0	0.0	0.0
Obtenga dinero por leer: 17 sitios legítimos que pagan a los revisores | bookly Discovery	popup_title	35.0	0.0	0.0
Old English Name Generator • ULTIMATE Bank med 50 000+ namn	popup_title	21.0	0.0	0.0
Sci-Fi Plot Generator • The Ultimate Bank of 500,000+ Plots	popup_title	2233.0	0.0	0.0
Sandra Lester – bookly Prompts	popup_title	21.0	0.0	0.0
S s mukharjee Madivada – bookly Prompts	popup_title	21.0	0.0	0.0
Ruth Porritt – bookly Prompts	popup_title	21.0	0.0	0.0
﻿​Character Development 101: Writing Characters Readers Won't Forget	popup_title	21.0	0.0	0.0
Nick Stephenson on Reader Magnets and Amazon SEO • bookly	popup_title	56.0	0.0	0.0
﻿﻿﻿God Name Generator • The ULTIMATE Bank of 100,000+ Names	popup_title	21.0	0.0	0.0
Old German Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	3199.0	0.0	0.0
﻿EPUB vs mobi: Which eBook Format Should You Use?	popup_title	21.0	0.0	0.0
﻿English Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	21.0	0.0	0.0
Mystery Plot Generator • The Ultimate Bank of 500,000+ Plots	popup_title	2506.0	0.0	0.0
Más de 150 poderosos manierismos de personajes para definir tus personajes	popup_title	21.0	0.0	0.0
﻿﻿﻿​Russian Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	21.0	0.0	0.0
Más de 45 dispositivos y términos literarios que todo escritor debe saber	popup_title	21.0	0.0	0.0
Más de 700 mensajes de escritura creativa para inspirarte ahora mismo	popup_title	21.0	0.0	0.0
Nasıl Editör Olunur: Yeni Başlayanlar İçin 6 Adımlı Kılavuz	popup_title	21.0	0.0	0.0
﻿Fantasy Book Title Generator • The Ultimate Bank of 10,000 Titles	popup_title	42.0	0.0	0.0
Standpunt: eerste, tweede en derde persoon POV (met meer dan 70 voorbeelden!)	popup_title	21.0	0.0	0.0
Spansk namngenerator • ULTIMATE-banken med 50 000+ namn	popup_title	21.0	0.0	0.0
Spanish Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	10269.0	0.0	0.0
Nejlepší průvodce čtením knih o Star Wars bookly Discovery	popup_title	21.0	0.0	0.0
﻿Just the Beginning - A Weekly Writing Contest	popup_title	21.0	0.0	0.0
Six common writing mistakes by first-time authors	popup_title	322.0	0.0	0.0
NetGalley: How Does It Work for Reviewers? | bookly Discovery	popup_title	378.0	0.0	0.0
﻿Mystery Book Title Generator • The Ultimate Bank of 10,000 Titles	popup_title	42.0	0.0	0.0
﻿﻿﻿​30 Rhetorical Devices — And How to Use Them	popup_title	21.0	0.0	0.0
New: Author Profiles on the bookly Network	popup_title	21.0	0.0	0.0
﻿﻿﻿Romance Plot Generator • The Ultimate Bank of 500,000+ Plots	popup_title	21.0	0.0	0.0
Should You Publish with a Small Press in 2020?	popup_title	413.0	0.0	0.0
﻿Old Roman Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	21.0	0.0	0.0
Shaelin's NaNoWriMo Story	popup_title	56.0	0.0	0.0
﻿Plot Generator • The Ultimate Bank of 500,000+ Plots	popup_title	42.0	0.0	0.0
Setting Writing Exercises	popup_title	182.0	0.0	0.0
﻿Romance Book Title Generator • The Ultimate Bank of 10,000 Titles	popup_title	21.0	0.0	0.0
﻿The Ultimate List of Writing Contests in 2020 • Win Cash Prizes!	popup_title	21.0	0.0	0.0
﻿​Japanese Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	42.0	0.0	0.0
﻿​​45+ Literary Devices and Terms Every Writer Should Know	popup_title	21.0	0.0	0.0
﻿﻿﻿700+ Creative Writing Prompts To Inspire You Right Now	popup_title	21.0	0.0	0.0
﻿﻿70+ Plot Twist Ideas and Examples To Blow Your Readers Away	popup_title	21.0	0.0	0.0
Poetry Submissions: Top Places To Submit Your Poems in 2020	popup_title	364.0	0.0	0.0
Ponto de vista: POV em primeira, segunda e terceira pessoa (com mais de 70 exemplos!)	popup_title	21.0	0.0	0.0
Preptober: 15 Steps for Conquering NaNoWriMo in 2020	popup_title	56.0	0.0	0.0
Pricing Books for International Readers (Free Course) • bookly	popup_title	42.0	0.0	0.0
Print and Distribute Your Book with Blurb and bookly	popup_title	35.0	0.0	0.0
Print-On-Demand vs Offset Printing: Which Is Better? (with Examples)	popup_title	343.0	0.0	0.0
﻿﻿​The Ultimate List of Writing Contests in 2020 • Win Cash Prizes!	popup_title	21.0	0.0	0.0
﻿﻿​Pacing in Writing: 10 Powerful Ways to Keep Readers Hooked	popup_title	21.0	0.0	0.0
R Kon – bookly Prompts	popup_title	21.0	0.0	0.0
﻿​﻿Character Name Generator • The ULTIMATE Bank of 2,000,000+ Names	popup_title	21.0	0.0	0.0
﻿​﻿English Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	21.0	0.0	0.0
Quali sono i sottogeneri romantici? (E come sceglierne uno)	popup_title	21.0	0.0	0.0
﻿​﻿Plot Generator • The Ultimate Bank of 500,000+ Plots	popup_title	21.0	0.0	0.0
﻿﻿​11 Popular Romance Tropes — and How to Make Them New Again	popup_title	21.0	0.0	0.0
﻿﻿The Ultimate List of Writing Contests in 2020 • Win Cash Prizes!	popup_title	21.0	0.0	0.0
﻿​﻿​How to Write a Novel: Writing an AMAZING Book in 15 Steps	popup_title	21.0	0.0	0.0
Protagonis dan Antagonis: Bagaimana Mereka Berbeda?	popup_title	42.0	0.0	0.0
﻿​﻿​How to Write a Short Story in 7 Steps	popup_title	21.0	0.0	0.0
﻿﻿Romance Plot Generator • The Ultimate Bank of 500,000+ Plots	popup_title	21.0	0.0	0.0
﻿﻿Romance Book Title Generator • The Ultimate Bank of 10,000 Titles	popup_title	21.0	0.0	0.0
﻿​﻿​Old Norse Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	21.0	0.0	0.0
﻿﻿How to Create a Character Profile: the Ultimate Guide (with Template)	popup_title	21.0	0.0	0.0
Startups in Publishing – IPR License	popup_title	21.0	0.0	0.0
﻿​﻿﻿Book Cover Design: Create AMAZING Covers in Just 7 Steps	popup_title	21.0	0.0	0.0
﻿﻿Character Name Generator • The ULTIMATE Bank of 2,000,000+ Names	popup_title	21.0	0.0	0.0
﻿​﻿﻿Japanese Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	21.0	0.0	0.0
Proofreading Marks 101: What Do These Squiggles Mean?	popup_title	1295.0	0.0	0.0
﻿​​﻿﻿Villain Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	21.0	0.0	0.0
﻿​​﻿﻿Plot Generator • The Ultimate Bank of 500,000+ Plots	popup_title	21.0	0.0	0.0
﻿​​﻿﻿How to Make Your Own Cookbook in 5 Simple Steps	popup_title	21.0	0.0	0.0
Roman Nasıl Yazılır: 15 Adımda İNANILMAZ Bir Kitap Yazma	popup_title	21.0	0.0	0.0
Rus İsim Üreticisi • 50.000+ İsmin ULTIMATE Bankası	popup_title	21.0	0.0	0.0
Rory Freed – bookly Prompts	popup_title	21.0	0.0	0.0
﻿​​​Romance Book Title Generator • The Ultimate Bank of 10,000 Titles	popup_title	21.0	0.0	0.0
Old Roman Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	5999.0	0.0	0.0
Optimizing Amazon Ads for Authors (Free Course) • bookly	popup_title	77.0	0.0	0.0
﻿﻿﻿12 Character Archetypes Every Writer Should Already Know	popup_title	21.0	0.0	0.0
﻿﻿​﻿The Ultimate List of Writing Contests in 2020 • Win Cash Prizes!	popup_title	21.0	0.0	0.0
Romance Book Title Generator • El último banco de 10,000 títulos	popup_title	21.0	0.0	0.0
Passive Voice vs. Active Voice: FINALLY Understand the Difference	popup_title	616.0	0.0	0.0
Pembuat Judul Buku Romantis • The Ultimate Bank of 10.000 Judul	popup_title	21.0	0.0	0.0
Romance Book Title Generator • Die ultimative Bank mit 10.000 Titeln	popup_title	91.0	0.0	0.0
﻿﻿​﻿Japanese Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	21.0	0.0	0.0
Roman Mythology Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	1246.0	0.0	0.0
﻿﻿​​Book Title Generator • The Ultimate Bank of 10,000 Titles	popup_title	21.0	0.0	0.0
﻿﻿​​​How to Create a Copyright Page in 5 Minutes (with Template)	popup_title	21.0	0.0	0.0
Pen Name Generator • Die ultimative Bank mit mehr als 1.000.000 Pseudonymen	popup_title	35.0	0.0	0.0
Rewriting your Book Description with Bryan Cohen	popup_title	21.0	0.0	0.0
Perangkat Lunak Penulisan Novel Terbaik tahun 2020 (+ 4 Program Penulisan Gratis)	popup_title	21.0	0.0	0.0
Recenzja aplikacji Hemingway: Czy NAPRAWDĘ poprawi Twoje pisanie?	popup_title	21.0	0.0	0.0
Reaching out to book reviewers with Ben Cameron • booklyLive	popup_title	21.0	0.0	0.0
﻿﻿​​The 21 Best Writing Tools of 2020: A Guide for Writers	popup_title	21.0	0.0	0.0
Rashel Brase – bookly Prompts	popup_title	21.0	0.0	0.0
Personalizing Your Query Letters [Webinar] • bookly Live	popup_title	91.0	0.0	0.0
Randi W – bookly Prompts	popup_title	21.0	0.0	0.0
Ramesh Suria – bookly Prompts	popup_title	21.0	0.0	0.0
﻿﻿​​Fantasy Name Generator • The ULTIMATE Bank of 100,000+ Names	popup_title	21.0	0.0	0.0
Генератор Английского Имени • УЛЬТРАМАТНЫЙ Банк 50 000+ Имен	popup_title	21.0	0.0	0.0
The 20 Best Haruki Murakami Books, Ranked | bookly Discovery	popup_title	3969.0	0.0	0.0
Stepping Back After the First Draft • How to Craft a Killer Short Story	popup_title	42.0	0.0	0.0
What to expect from your book cover designer	popup_title	91.0	0.0	0.0
What is an Anti-Villain? (With Definitions and Examples)	popup_title	4382.0	0.0	0.0
What is an Epigraph? An Author's Guide	popup_title	658.0	0.0	0.0
३० पौराणिक प्राणी (और उन्हें कहाँ खोजें) ures | रीडसी डिस्कवरी	popup_title	21.0	0.0	0.0
What is an Epilogue? Definition and Step-by-Step Guide	popup_title	1680.0	0.0	0.0
बेस्ट नॉवेल राइटिंग सॉफ्टवेयर ऑफ़ 2020 (+ 4 फ्री राइटिंग प्रोग्राम्स)	popup_title	21.0	0.0	0.0
बुक कवर डिजाइन: सिर्फ 7 चरणों में अद्भुत कवर बनाएं	popup_title	21.0	0.0	0.0
नायक और विरोधी: वे कैसे अलग हैं?	popup_title	21.0	0.0	0.0
What to Do When You're Super Blocked • How to Build a Writing Routine	popup_title	21.0	0.0	0.0
कैसे लिखें एक डरावनी कहानी: हॉरर लिखने के 7 टिप्स	popup_title	21.0	0.0	0.0
লৌহিকতা কী? লোহার সবচেয়ে সাধারণ প্রকার (উদাহরণ সহ)	popup_title	21.0	0.0	0.0
उदाहरणों के साथ 11 चरणों में प्राकृतिक संवाद कैसे लिखें!	popup_title	21.0	0.0	0.0
Why Diversity in the Comic Book World Matters To Me	popup_title	35.0	0.0	0.0
Why I Self-Publish My Literary Fiction	popup_title	56.0	0.0	0.0
وجهة نظر: POV الشخص الأول والثاني والثالث (مع 70+ أمثلة!)	popup_title	21.0	0.0	0.0
وجهة نظر الشخص الأول: دليل الكاتب	popup_title	56.0	0.0	0.0
Why You Can't Market A Book You're Not 100% Proud Of: An Interview	popup_title	21.0	0.0	0.0
Why You Might Want to Rethink Your Memoir	popup_title	21.0	0.0	0.0
مولد عنوان الكتاب • البنك النهائي من 10000 عنوان	popup_title	21.0	0.0	0.0
একটি উপস্থাপনা কি? (এবং এটি কি ভূমিকা বা পূর্বশব্দ হিসাবে একই?)	popup_title	21.0	0.0	0.0
હ aરર વાર્તા કેવી રીતે લખો: હrorરર લખવા માટે 7 ટિપ્સ	popup_title	21.0	0.0	0.0
موضوع 101: چیست و چرا اهمیت دارد (با 10 نمونه مثال واقعی)	popup_title	21.0	0.0	0.0
​​​​﻿How to Create a Character Profile: the Ultimate Guide (with Template)	popup_title	21.0	0.0	0.0
“I'm a huge fan of self-publishing” — By Lit. Agent David Fugate	popup_title	70.0	0.0	0.0
​﻿​​What is Irony? The Most Common Types of Irony (with Examples)	popup_title	21.0	0.0	0.0
What Is Chekhov's Gun—and 4 Simple Ways to Use It (With Examples!)	popup_title	1897.0	0.0	0.0
What Is Steampunk? 25 Defining Titles from This Speculative Genre | bookly Discovery	popup_title	455.0	0.0	0.0
What It's Like to Co-Write One Book With Ten Authors	popup_title	91.0	0.0	0.0
What Makes a Compelling Romance Novel?	popup_title	140.0	0.0	0.0
What are Sensitivity Readers? (And Should Authors Use Them?)	popup_title	2058.0	0.0	0.0
What are the Standard Book Sizes in Publishing? • You're Guide to Trim Sizes	popup_title	21.0	0.0	0.0
What do Literary Agents Do? (Free Course) • bookly	popup_title	21.0	0.0	0.0
ഓരോ എഴുത്തുകാരനും ഇതിനകം അറിഞ്ഞിരിക്കേണ്ട 12 പ്രതീക ആർക്കൈപ്പുകൾ	popup_title	21.0	0.0	0.0
What is Creative Nonfiction? Memoirs, Literary Journalism, and More!	popup_title	434.0	0.0	0.0
​​Hybrid Publishers: What are they and should you TRUST them?	popup_title	21.0	0.0	0.0
အချစ်ဇာတ်လမ်းတစ်ပုဒ်ရေးနည်း Write	popup_title	21.0	0.0	0.0
ရိုးရှင်းသောအဆင့် (၆) ဆင့်ဖြင့်ဘာသာပြန်ထားသောစာအုပ်တစ်အုပ်မည်သို့ရရှိနိုင်သနည်း - Ultimate Guide	popup_title	21.0	0.0	0.0
What is Indie Publishing? And How to Get Started in 2020	popup_title	357.0	0.0	0.0
What is Magical Realism? 15 Essential, Spell-Binding Books | bookly Discovery	popup_title	2107.0	0.0	0.0
ชุดรูปแบบ 101: มันคืออะไรและทำไมจึงเป็นเรื่องสำคัญ (มีตัวอย่างจริงมากกว่า 10+)	popup_title	21.0	0.0	0.0
What is Upmarket Fiction — and Should You Write It?	popup_title	938.0	0.0	0.0
Why self-publishing kickstarted my children's lit career	popup_title	126.0	0.0	0.0
Working with marketing savvy authors on bookly	popup_title	21.0	0.0	0.0
Was Swearing in my Book Title a Sh*tty Idea?	popup_title	91.0	0.0	0.0
Генератор псевдонимов • Окончательный банк из 1 000 000+ псевдонимов	popup_title	21.0	0.0	0.0
Young Adult vs. Middle Grade Fiction: Which Are You Writing?	popup_title	210.0	0.0	0.0
Yunan Mitolojisi İsim Üreticisi • 50.000+ İsmin ULTIMATE Bankası	popup_title	21.0	0.0	0.0
Zilla Babbitt – bookly Prompts	popup_title	182.0	0.0	0.0
Zoe Steinberg – bookly Prompts	popup_title	21.0	0.0	0.0
bookly Live Archive • bookly	popup_title	287.0	0.0	0.0
bookly Live أرشيف • bookly	popup_title	21.0	0.0	0.0
Как написать роман: написание удивительной книги в 15 шагов	popup_title	21.0	0.0	0.0
Генератор японских имен • ULTIMATE Bank из 50 000+ имен	popup_title	21.0	0.0	0.0
¡LEA ESTO antes de inscribirse en KDP Select!	popup_title	21.0	0.0	0.0
Written Word Media: An Awesome Ad Platform for Authors	popup_title	56.0	0.0	0.0
¿Qué es la trama? Definición, ejemplos y consejos de expertos de los editores	popup_title	21.0	0.0	0.0
¿Qué es un motivo? - Definición y 10 ejemplos imprescindibles	popup_title	21.0	0.0	0.0
¿Qué es un punto de trazado? • Cómo identificar puntos de inflexión en libros	popup_title	21.0	0.0	0.0
Über 70 Plot Twist-Ideen und Beispiele, die Ihre Leser umhauen	popup_title	35.0	0.0	0.0
İroni nedir? En Yaygın İroni Türleri (Örneklerle)	popup_title	21.0	0.0	0.0
Генератор названий книг • окончательный банк из 10 000 названий	popup_title	21.0	0.0	0.0
İspanyol İsim Jeneratörü • 50.000+ İsmin ULTIMATE Bankası	popup_title	21.0	0.0	0.0
Генератор корейских имен • ULTIMATE Bank из 50 000+ имен	popup_title	21.0	0.0	0.0
You&#39;ve Got a Friend in Me - A Weekly Writing Contest	popup_title	35.0	0.0	0.0
Как начать рассказ: необходимые советы от 11 профессиональных редакторов	popup_title	21.0	0.0	0.0
مكان تقديم القصص القصيرة: 20 مكانًا تقبل المشاركات	popup_title	21.0	0.0	0.0
كيف تكتب رواية رومانسية 💖📕	popup_title	21.0	0.0	0.0
Worldbuilding Resources for Historical Fiction Writers	popup_title	91.0	0.0	0.0
ما هي السخرية؟ أكثر أنواع السخرية شيوعًا (مع أمثلة)	popup_title	21.0	0.0	0.0
كيفية نشر كتاب للأطفال في 6 خطوات بسيطة	popup_title	21.0	0.0	0.0
Worldbuilding: the Master Guide (with Template) - https://blog.bookly.com/worldbuilding-guide/	popup_title	21.0	0.0	0.0
كيفية كتابة كتاب Blurb الذي يبيع (مع أمثلة)	popup_title	21.0	0.0	0.0
Write Better Characters: The Role of Anti-Heroes and Why We Love Them	popup_title	182.0	0.0	0.0
Write It Down - A Weekly Writing Contest	popup_title	273.0	0.0	0.0
كيف تكتب قصة قصيرة في 7 خطوات	popup_title	21.0	0.0	0.0
Write a Book That Hollywood Will Love (in 5 Steps)	popup_title	455.0	0.0	0.0
Writing a Non-Fiction Query Letter (+ Sample Query Letter)	popup_title	91.0	0.0	0.0
Writer's Block Writing Exercises	popup_title	483.0	0.0	0.0
كيف تكتب الحوار الطبيعي في 11 خطوة ، مع أمثلة!	popup_title	21.0	0.0	0.0
כיצד ליצור פרופיל תווים: המדריך האולטימטיבי (עם תבנית)	popup_title	21.0	0.0	0.0
Writing Exciting and Readable Non-Fiction	popup_title	35.0	0.0	0.0
Японский Генератор имен • окончательный банк из 50 000 + имен	popup_title	21.0	0.0	0.0
Об авторе Примеры (которые вы на самом деле хотите прочитать)	popup_title	21.0	0.0	0.0
Лучшие блоги Рецензия на книгу в 2020 году • Как получить рецензию на книгу	popup_title	21.0	0.0	0.0
Writing a Book in Your Second Language	popup_title	105.0	0.0	0.0
フラットキャラクターとは —定義と決定的な例	popup_title	21.0	0.0	0.0
Vývoj znaku 101: Psaní znaků Čtenáři nezapomenou	popup_title	21.0	0.0	0.0
﻿Book Title Generator • The Ultimate Bank of 10,000 Titles	popup_title	21.0	0.0	0.0
The 30 Best Mystery Books of All Time | bookly Discovery	popup_title	4291.0	0.0	0.0
The 12 Best Roman History Books (for the Caesar in You) | bookly Discovery	popup_title	3913.0	0.0	0.0
The 15 Best Books on Writing: A Reading List for Novelists	popup_title	1232.0	0.0	0.0
소설을 쓰는 방법 : 15 단계로 놀라운 책 쓰기	popup_title	21.0	0.0	0.0
Более 700 креативных писаний вдохновляют вас прямо сейчас	popup_title	21.0	0.0	0.0
The 20 Best Places to Find Free Books Online | bookly Discovery	popup_title	364.0	0.0	0.0
The 21 Best News Roundups for Self-Publishing Authors	popup_title	35.0	0.0	0.0
모든 저자가 알아야 할 2020 년의 가장 큰 책 출판사 20 명	popup_title	21.0	0.0	0.0
The 30 Best Dystopian Novels Everyone Should Read | bookly Discovery	popup_title	1498.0	0.0	0.0
The 30 Best Sci-Fi Audiobooks For Science Fiction Fans | bookly Discovery	popup_title	2758.0	0.0	0.0
﻿12 Types of Characters Featured in Almost All Stories	popup_title	21.0	0.0	0.0
The 43 Best True Crime Books of All Time | bookly Discovery	popup_title	105.0	0.0	0.0
The 45 Best Fantasy Audiobooks | bookly Discovery	popup_title	1281.0	0.0	0.0
The 5 Most Common Suspense Pitfalls (and How to Avoid Them)	popup_title	35.0	0.0	0.0
The 50 Best Books of 2019: The Books That Stole Our Hearts This Year | bookly Discovery	popup_title	56.0	0.0	0.0
The 50 Best Children’s Book Covers of 2019	popup_title	1379.0	0.0	0.0
독일어 이름 생성기 • 50,000 개 이상의 이름으로 구성된 ULTIMATE Bank	popup_title	21.0	0.0	0.0
The 60 Best Fantasy Books for Kids | bookly Discovery	popup_title	3374.0	0.0	0.0
The 60 Best Fantasy Books of All Time | bookly Discovery	popup_title	3626.0	0.0	0.0
The 12 Best Epic Fantasy Books like Game of Thrones | bookly Discovery	popup_title	4207.0	0.0	0.0
The 115 Best Books of All Time | bookly Discovery	popup_title	56.0	0.0	0.0
The Art of Publicity for the Self-Publishing Author	popup_title	21.0	0.0	0.0
Swahili Name Generator • El último banco de más de 50,000 nombres	popup_title	21.0	0.0	0.0
﻿Best Romance Writing Prompts of 2020	popup_title	21.0	0.0	0.0
﻿90+ Metaphor Examples in Literature That You Need to Know	popup_title	42.0	0.0	0.0
﻿700+ Creative Writing Prompts To Inspire You Right Now	popup_title	42.0	0.0	0.0
Stranger Things Book List: 12 Novels to Read If You Love the Hit Show | bookly Discovery	popup_title	1715.0	0.0	0.0
﻿45+ Literary Devices and Terms Every Writer Should Know	popup_title	21.0	0.0	0.0
Successful Book Promotion Strategies with Chloe Kizer • booklyLive	popup_title	35.0	0.0	0.0
Superhero Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	5376.0	0.0	0.0
Suspense 101: Definition and Tips for Building Heart-Stopping Narratives	popup_title	1806.0	0.0	0.0
Swahili Name Generator • The ULTIMATE Bank of 50,000+ Names	popup_title	4298.0	0.0	0.0
The 100 Best Sci-Fi Books to Take You to Infinity and Beyond | bookly Discovery	popup_title	21.0	0.0	0.0
﻿30 Rhetorical Devices — And How to Use Them	popup_title	21.0	0.0	0.0
Ten Ways to Handle Bad Book Reviews • bookly Blog	popup_title	56.0	0.0	0.0
The 10 Best Agatha Christie Books That Everyone Should Read | bookly Discovery	popup_title	3031.0	0.0	0.0
The 10 Best Books Like Outlander To Make You Swoon | bookly Discovery	popup_title	3465.0	0.0	0.0
The 10 Best H.P. Lovecraft Books for New Readers | bookly Discovery	popup_title	4676.0	0.0	0.0
﻿15 of the Best Online Writing Communities for Aspiring Authors	popup_title	21.0	0.0	0.0
The 10 Best Post-Apocalyptic Books to Read Before the World Ends | bookly Discovery	popup_title	5894.0	0.0	0.0
The 100 Best Graphic Novels of All Time | bookly Discovery	popup_title	5180.0	0.0	0.0
The 60 Best Nonfiction Books of the 21st Century | bookly Discovery	popup_title	56.0	0.0	0.0
The Best Book Review Sites | bookly Discovery	popup_title	21.0	0.0	0.0
Voice & Viewpoint: How to Choose the Right Narrator for Your Novel	popup_title	308.0	0.0	0.0
Typography: Cover Design Masterclass	popup_title	91.0	0.0	0.0
Todos os melhores livros de Stephen King, classificados | bookly Discovery	popup_title	21.0	0.0	0.0
如何用三幕结构写小说	popup_title	21.0	0.0	0.0
如何在5分钟内创建版权页（带有模板）	popup_title	21.0	0.0	0.0
Točka prve osobe: Vodič za pisce	popup_title	21.0	0.0	0.0
Trình tạo tiêu đề sách tội phạm • Ngân hàng tối thượng 10.000 tiêu đề	popup_title	21.0	0.0	0.0
Turn Your Cookbook Idea Into a Reality (Free Course) • bookly	popup_title	56.0	0.0	0.0
Turning your Family Recipes into a First-Rate Cook Book	popup_title	56.0	0.0	0.0
关于作者示例（您实际上想阅读）	popup_title	21.0	0.0	0.0
Tüm Zamanların En İyi 50 Gerilim Kitabı | bookly Keşfi	popup_title	21.0	0.0	0.0
如何通過7個步驟編寫短篇小說	popup_title	21.0	0.0	0.0
Türk İsim Jeneratörü • 50.000+ İsmin ULTIMATE Bankası	popup_title	21.0	0.0	0.0
Understanding Developmental Fiction Editing • booklyLive	popup_title	56.0	0.0	0.0
Understanding Point of View (Free Course) • bookly Learning	popup_title	56.0	0.0	0.0
什么是反英雄？ 定义—加上10个示例！	popup_title	21.0	0.0	0.0
Understanding Publishing • The bookly Blog	popup_title	126.0	0.0	0.0
Motivação de Personagem: Como Escrever Personagens Críveis	popup_title	21.0	0.0	0.0
丹·哈蒙（Dan Harmon）故事圈：建立强大结构的8个步骤	popup_title	21.0	0.0	0.0
Vera Reynolds – bookly Prompts	popup_title	21.0	0.0	0.0
Titelgenerator voor fantasyboeken • De ultieme bank met 10.000 titels	popup_title	21.0	0.0	0.0
Tipos de conflito 101: definição e dicas necessárias (com exemplos!)	popup_title	21.0	0.0	0.0
The Best Horror Novels of 2018 | bookly Discovery	popup_title	35.0	0.0	0.0
The Ultimate Guide to Finding the Right Book Translator	popup_title	196.0	0.0	0.0
观点：第一，第二和第三人称视角（带有70多个示例！）	popup_title	21.0	0.0	0.0
英雄之旅101：定义和分步指南（附清单）！	popup_title	21.0	0.0	0.0
The Career I Didn’t Know I Wanted: A Ghost’s Perspective	popup_title	21.0	0.0	0.0
The Dan Harmon Story Circle: 8 pasos para una estructura poderosa	popup_title	21.0	0.0	0.0
The Dangers of NaNoWriMo	popup_title	35.0	0.0	0.0
The Lean Publisher: Evolving in the Freelance Economy	popup_title	105.0	0.0	0.0
The Mechanics of Writing Dialogue (Free Course) • bookly	popup_title	126.0	0.0	0.0
编写图画书前要了解的4件事（网络研讨会）	popup_title	21.0	0.0	0.0
The Ultimate Guide to The Witcher Books | bookly Discovery	popup_title	308.0	0.0	0.0
Tim Law – bookly Prompts	popup_title	21.0	0.0	0.0
第一人稱視角：作家指南	popup_title	21.0	0.0	0.0
The Ultimate List of Writing Scholarships in 2020 • Apply Today	popup_title	959.0	0.0	0.0
The World's Best Self-Publishing Checklist [Free Download]	popup_title	182.0	0.0	0.0
每个作家都应该知道的12种字符原型	popup_title	21.0	0.0	0.0
有史以来30部最佳传记| 芦苇发现	popup_title	21.0	0.0	0.0
Thiago Loriggio – bookly Prompts	popup_title	21.0	0.0	0.0
Third Person Omniscient and Third Person Limited POV: The Essentials	popup_title	3304.0	0.0	0.0
日語名稱生成器•超過50,000個名稱的終極庫	popup_title	21.0	0.0	0.0
#FreelancerFriday #8 - Ellie Clarke, Editor	popup_title	21.0	0.0	0.0
How to Write Faster: 15 Tips Finish Your Book ASAP	popup_title	105.0	0.0	0.0
Mostre, não conte: dicas e exemplos da regra de ouro	popup_title	42.0	0.0	0.0
50 Fantasy Subgenres and Their Must-Reads | bookly Discovery	popup_title	539.0	0.0	0.0
Adriana k. Maxwell – bookly Prompts	popup_title	21.0	0.0	0.0
Agent-Assisted Publishing: An interview with IPSO Books	popup_title	35.0	0.0	0.0
Alanna Salussolia – bookly Prompts	popup_title	21.0	0.0	0.0
Alexandra Mirazizyan – bookly Prompts	popup_title	21.0	0.0	0.0
All of the Best Stephen King Books, Ranked | bookly Discovery	popup_title	3192.0	0.0	0.0
Alman İsim Jeneratörü • 50.000+ İsmin ULTIMATE Bankası	popup_title	21.0	0.0	0.0
Amazon Publishing: What Is It Like to Get Signed By Them?	popup_title	560.0	0.0	0.0
Angielski generator nazw • ULTIMATE Bank ponad 50 000 nazwisk	popup_title	21.0	0.0	0.0
Anjali Roy – bookly Prompts	popup_title	21.0	0.0	0.0
Anjana S pillai – bookly Prompts	popup_title	21.0	0.0	0.0
Anna k Firth – bookly Prompts	popup_title	21.0	0.0	0.0
Antigo gerador de nome celta • O último banco de mais de 50.000 nomes	popup_title	21.0	0.0	0.0
Archetype Name Generator • The ULTIMATE Bank of 100,000+ Names	popup_title	133.0	0.0	0.0
